Sim, Time step, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, 
34, 17, green, 5, 5, -32, Go, red, 5, 7, -32, Go, , 
34, 18, green, 6, 5, -34, Go, red, 5, 8, -34, Go, , 
34, 19, green, 7, 5, -36, Go, red, 5, 9, -36, Exited, , 
34, 20, green, 8, 5, -38, Go, ,,,,, , 
34, 21, green, 9, 5, -40, Exited, ,,,,, , 



35, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
35, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
35, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
35, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
35, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
35, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
35, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
35, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
35, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
35, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
35, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
35, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
35, 13, green, 4, 5, -24, Go, red, 5, 4, -24, Stop, , 
35, 14, green, 5, 5, -26, Go, red, 5, 4, -26, Go, , 
35, 15, green, 6, 5, -28, Go, red, 5, 5, -28, Go, , 
35, 16, green, 7, 5, -30, Go, red, 5, 6, -30, Go, , 
35, 17, green, 8, 5, -32, Go, red, 5, 7, -32, Go, , 
35, 18, green, 9, 5, -34, Exited, red, 5, 8, -34, Go, , 
35, 19, ,,,,, red, 5, 9, -36, Exited, , 


36, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
36, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
36, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
36, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
36, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
36, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
36, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
36, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
36, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
36, 10, green, 4, 5, -18, Go, red, 5, 4, -18, Stop, , 
36, 11, green, 5, 5, -20, Go, red, 5, 4, -20, Go, , 
36, 12, green, 6, 5, -22, Go, red, 5, 5, -22, Go, , 
36, 13, green, 7, 5, -24, Go, red, 5, 6, -24, Go, , 
36, 14, green, 8, 5, -26, Go, red, 5, 7, -26, Go, , 
36, 15, green, 9, 5, -28, Exited, red, 5, 8, -28, Go, , 
36, 16, ,,,,, red, 5, 9, -30, Exited, , 


37, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
37, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
37, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
37, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
37, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
37, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
37, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
37, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
37, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
37, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
37, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
37, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
37, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
37, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
37, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
37, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
37, 17, green, 4, 5, -32, Go, red, 5, 4, -32, Go, , 
37, 18, green, 5, 5, -39, Crashed, red, 5, 5, -39, Crashed, , 



38, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
38, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
38, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
38, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
38, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
38, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
38, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
38, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
38, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
38, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
38, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
38, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
38, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
38, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
38, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
38, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
38, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Stop, , 
38, 18, green, 4, 5, -34, Stop, red, 5, 4, -34, Go, , 
38, 19, green, 4, 5, -36, Stop, red, 5, 5, -36, Go, , 
38, 20, green, 4, 5, -38, Go, red, 5, 6, -38, Go, , 
38, 21, green, 5, 5, -40, Exited, red, 5, 7, -40, Exited, , 


39, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
39, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
39, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
39, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
39, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
39, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
39, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
39, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
39, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
39, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
39, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
39, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
39, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
39, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
39, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Go, , 
39, 16, green, 4, 5, -30, Stop, red, 5, 5, -30, Go, , 
39, 17, green, 4, 5, -32, Go, red, 5, 6, -32, Go, , 
39, 18, green, 5, 5, -34, Go, red, 5, 7, -34, Go, , 
39, 19, green, 6, 5, -36, Go, red, 5, 8, -36, Go, , 
39, 20, green, 7, 5, -38, Go, red, 5, 9, -38, Exited, , 
39, 21, green, 8, 5, -40, Exited, ,,,,, , 


40, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
40, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
40, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
40, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
40, 5, green, 4, 5, -8, Go, red, 5, 3, -8, Stop, , 
40, 6, green, 5, 5, -10, Go, red, 5, 3, -10, Go, , 
40, 7, green, 6, 5, -12, Go, red, 5, 4, -12, Go, , 
40, 8, green, 7, 5, -14, Go, red, 5, 5, -14, Go, , 
40, 9, green, 8, 5, -16, Go, red, 5, 6, -16, Go, , 
40, 10, green, 9, 5, -18, Exited, red, 5, 7, -18, Go, , 
40, 11, ,,,,, red, 5, 8, -20, Go, , 
40, 12, ,,,,, red, 5, 9, -22, Exited, , 


41, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
41, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
41, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
41, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
41, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
41, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
41, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
41, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
41, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
41, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
41, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
41, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
41, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
41, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
41, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
41, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
41, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Stop, , 
41, 18, green, 4, 5, -34, Stop, red, 5, 4, -34, Stop, , 
41, 19, green, 4, 5, -36, Stop, red, 5, 4, -36, Stop, , 
41, 20, green, 4, 5, -38, Stop, red, 5, 4, -38, Stop, , 
41, 21, green, 4, 5, -40, Exited, red, 5, 4, -40, Exited, , 


42, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
42, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
42, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
42, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Stop, , 
42, 5, green, 5, 5, -8, Go, red, 5, 3, -8, Go, , 
42, 6, green, 6, 5, -10, Go, red, 5, 4, -10, Stop, , 
42, 7, green, 7, 5, -12, Go, red, 5, 4, -12, Go, , 
42, 8, green, 8, 5, -14, Go, red, 5, 5, -14, Go, , 
42, 9, green, 9, 5, -16, Exited, red, 5, 6, -16, Go, , 
42, 10, ,,,,, red, 5, 7, -18, Go, , 
42, 11, ,,,,, red, 5, 8, -20, Go, , 
42, 12, ,,,,, red, 5, 9, -22, Exited, , 


43, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
43, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
43, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
43, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
43, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
43, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
43, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
43, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
43, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
43, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
43, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
43, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
43, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
43, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Go, , 
43, 15, green, 4, 5, -28, Stop, red, 5, 5, -28, Go, , 
43, 16, green, 4, 5, -30, Go, red, 5, 6, -30, Go, , 
43, 17, green, 5, 5, -32, Go, red, 5, 7, -32, Go, , 
43, 18, green, 6, 5, -34, Go, red, 5, 8, -34, Go, , 
43, 19, green, 7, 5, -36, Go, red, 5, 9, -36, Exited, , 
43, 20, green, 8, 5, -38, Go, ,,,,, , 
43, 21, green, 9, 5, -40, Exited, ,,,,, , 



44, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
44, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
44, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
44, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
44, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
44, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
44, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
44, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
44, 9, green, 4, 5, -16, Go, red, 5, 4, -16, Stop, , 
44, 10, green, 5, 5, -18, Go, red, 5, 4, -18, Go, , 
44, 11, green, 6, 5, -20, Go, red, 5, 5, -20, Go, , 
44, 12, green, 7, 5, -22, Go, red, 5, 6, -22, Go, , 
44, 13, green, 8, 5, -24, Go, red, 5, 7, -24, Go, , 
44, 14, green, 9, 5, -26, Exited, red, 5, 8, -26, Go, , 
44, 15, ,,,,, red, 5, 9, -28, Exited, , 


45, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
45, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
45, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
45, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
45, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
45, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
45, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
45, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
45, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
45, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
45, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
45, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
45, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
45, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
45, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
45, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
45, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Stop, , 
45, 18, green, 4, 5, -34, Stop, red, 5, 4, -34, Stop, , 
45, 19, green, 4, 5, -36, Stop, red, 5, 4, -36, Stop, , 
45, 20, green, 4, 5, -38, Stop, red, 5, 4, -38, Stop, , 
45, 21, green, 4, 5, -40, Exited, red, 5, 4, -40, Exited, , 


46, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
46, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
46, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
46, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
46, 5, green, 4, 5, -8, Go, red, 5, 3, -8, Stop, , 
46, 6, green, 5, 5, -10, Go, red, 5, 3, -10, Go, , 
46, 7, green, 6, 5, -12, Go, red, 5, 4, -12, Go, , 
46, 8, green, 7, 5, -14, Go, red, 5, 5, -14, Go, , 
46, 9, green, 8, 5, -16, Go, red, 5, 6, -16, Go, , 
46, 10, green, 9, 5, -18, Exited, red, 5, 7, -18, Go, , 
46, 11, ,,,,, red, 5, 8, -20, Go, , 
46, 12, ,,,,, red, 5, 9, -22, Exited, , 


47, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
47, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
47, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
47, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
47, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Stop, , 
47, 6, green, 4, 5, -10, Stop, red, 5, 3, -10, Stop, , 
47, 7, green, 4, 5, -12, Stop, red, 5, 3, -12, Go, , 
47, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
47, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
47, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
47, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
47, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
47, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
47, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
47, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Go, , 
47, 16, green, 4, 5, -30, Stop, red, 5, 5, -30, Go, , 
47, 17, green, 4, 5, -32, Go, red, 5, 6, -32, Go, , 
47, 18, green, 5, 5, -34, Go, red, 5, 7, -34, Go, , 
47, 19, green, 6, 5, -36, Go, red, 5, 8, -36, Go, , 
47, 20, green, 7, 5, -38, Go, red, 5, 9, -38, Exited, , 
47, 21, green, 8, 5, -40, Exited, ,,,,, , 


48, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
48, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
48, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
48, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
48, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
48, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
48, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
48, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
48, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
48, 10, green, 4, 5, -18, Go, red, 5, 4, -18, Stop, , 
48, 11, green, 5, 5, -20, Go, red, 5, 4, -20, Go, , 
48, 12, green, 6, 5, -22, Go, red, 5, 5, -22, Go, , 
48, 13, green, 7, 5, -24, Go, red, 5, 6, -24, Go, , 
48, 14, green, 8, 5, -26, Go, red, 5, 7, -26, Go, , 
48, 15, green, 9, 5, -28, Exited, red, 5, 8, -28, Go, , 
48, 16, ,,,,, red, 5, 9, -30, Exited, , 


49, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
49, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
49, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
49, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
49, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
49, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
49, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
49, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
49, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
49, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
49, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
49, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
49, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
49, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Go, , 
49, 15, green, 4, 5, -28, Stop, red, 5, 5, -28, Go, , 
49, 16, green, 4, 5, -30, Go, red, 5, 6, -30, Go, , 
49, 17, green, 5, 5, -32, Go, red, 5, 7, -32, Go, , 
49, 18, green, 6, 5, -34, Go, red, 5, 8, -34, Go, , 
49, 19, green, 7, 5, -36, Go, red, 5, 9, -36, Exited, , 
49, 20, green, 8, 5, -38, Go, ,,,,, , 
49, 21, green, 9, 5, -40, Exited, ,,,,, , 



50, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
50, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
50, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, , 
50, 4, green, 4, 5, -6, Go, red, 5, 2, -6, Stop, , 
50, 5, green, 5, 5, -8, Go, red, 5, 2, -8, Go, , 
50, 6, green, 6, 5, -10, Go, red, 5, 3, -10, Go, , 
50, 7, green, 7, 5, -12, Go, red, 5, 4, -12, Go, , 
50, 8, green, 8, 5, -14, Go, red, 5, 5, -14, Go, , 
50, 9, green, 9, 5, -16, Exited, red, 5, 6, -16, Go, , 
50, 10, ,,,,, red, 5, 7, -18, Go, , 
50, 11, ,,,,, red, 5, 8, -20, Go, , 
50, 12, ,,,,, red, 5, 9, -22, Exited, , 


